text,label,action,context_features,session_id,turn_number,speaker,content,conversation_type,budget_type,user_profile,expected_action,confidence,metadata
"Context: Start of conversation | Turn 0, Budget: premium | Current: [user]: The market analysis indicates trend in sector",0,store,"[0.0, 45.0, 7.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",business_consultation_5754,0,user,The market analysis indicates trend in sector,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5907750728273801,"{""template"": ""business_consultation"", ""turn_ratio"": 0.0, ""content_length"": 45}"
"Context: [user]: My background is in field with years years of experience | [assistant]: Your interests in machine learning, startups align well with your profession. | Turn 2, Budget: standard | Current: [user]: I'm particularly interested in aspect",0,store,"[2.0, 37.0, 5.0, 0.0, 0.6666666666666666, 0.5, 0.0, 0.0, 1.0, 0.0]",personal_information_sharing_9211,2,user,I'm particularly interested in aspect,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.8695173835723493,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.2222222222222222, ""content_length"": 37}"
"Context: [assistant]: That's an important consideration. | [user]: Thanks for the explanation! | Turn 5, Budget: standard | Current: [assistant]: I can help you with that.",0,store,"[5.0, 25.0, 6.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 0.0]",educational_qa_1741,5,assistant,I can help you with that.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5749435868029151,"{""template"": ""educational_qa"", ""turn_ratio"": 0.7142857142857143, ""content_length"": 25}"
"Context: [assistant]: You're very welcome! | [user]: What would you recommend for situation? | Turn 3, Budget: minimal | Current: [assistant]: You're very welcome!",0,store,"[3.0, 20.0, 3.0, 1.0, 0.75, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_7671,3,assistant,You're very welcome!,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.10215657720151179,"{""template"": ""casual_chat"", ""turn_ratio"": 0.5, ""content_length"": 20}"
"Context: [user]: I'm implementing system and facing challenge | [assistant]: The challenge you're facing with integration complexity is common... | Turn 2, Budget: premium | Current: [user]: What would you recommend for situation?",0,store,"[2.0, 39.0, 6.0, 0.0, 0.6666666666666666, 1.0, 0.0, 1.0, 0.0, 0.0]",technical_deep_dive_1351,2,user,What would you recommend for situation?,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7598861307400752,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.2, ""content_length"": 39}"
"Context: [user]: I appreciate your help | [assistant]: Let me provide some guidance on that. | Turn 12, Budget: premium | Current: [user]: I appreciate your help",0,store,"[12.0, 22.0, 4.0, 0.0, 0.9230769230769231, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_1756,12,user,I appreciate your help,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5065334250844542,"{""template"": ""business_consultation"", ""turn_ratio"": 0.9230769230769231, ""content_length"": 22}"
"Context: [assistant]: That's a great question about microservices. Let me explain... | [user]: I appreciate your help | Turn 7, Budget: premium | Current: [assistant]: The challenge you're facing with scalability issues is common...",0,store,"[7.0, 64.0, 9.0, 1.0, 0.875, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_7227,7,assistant,The challenge you're facing with scalability issues is common...,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.725040411082474,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.4666666666666667, ""content_length"": 64}"
"Context: [assistant]: Let me provide some guidance on that. | [user]: Thanks for the explanation! | Turn 7, Budget: standard | Current: [assistant]: That's an important consideration.",0,store,"[7.0, 34.0, 4.0, 1.0, 0.875, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_2012,7,assistant,That's an important consideration.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.6841787851714665,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.7777777777777778, ""content_length"": 34}"
"Context: [assistant]: Let me provide some guidance on that. | [user]: Thanks for the explanation! | Turn 7, Budget: standard | Current: [assistant]: I can help you with that.",0,store,"[7.0, 25.0, 6.0, 1.0, 0.875, 0.5, 0.0, 0.0, 0.0, 0.0]",educational_qa_7447,7,assistant,I can help you with that.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5766094035397452,"{""template"": ""educational_qa"", ""turn_ratio"": 0.7777777777777778, ""content_length"": 25}"
"Context: [user]: I appreciate your help | [assistant]: That's an important consideration. | Turn 6, Budget: standard | Current: [user]: I appreciate your help",0,store,"[6.0, 22.0, 4.0, 0.0, 0.8571428571428571, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_1983,6,user,I appreciate your help,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7504011103255163,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.8571428571428571, ""content_length"": 22}"
"Context: [user]: I'm learning about subject and need help with concept | [assistant]: That's an important consideration. | Turn 2, Budget: standard | Current: [user]: Can you help me understand concept?",0,store,"[2.0, 35.0, 6.0, 0.0, 0.6666666666666666, 0.5, 0.0, 1.0, 0.0, 0.0]",educational_qa_7767,2,user,Can you help me understand concept?,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5861027701348477,"{""template"": ""educational_qa"", ""turn_ratio"": 0.2222222222222222, ""content_length"": 35}"
"Context: [assistant]: That's an important consideration. | [user]: Thanks for the explanation! | Turn 5, Budget: standard | Current: [assistant]: That's an important consideration.",0,store,"[5.0, 34.0, 4.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 1.0]",educational_qa_5670,5,assistant,That's an important consideration.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.6415345051039801,"{""template"": ""educational_qa"", ""turn_ratio"": 0.625, ""content_length"": 34}"
"Context: [assistant]: I'm doing well, thank you for asking! | [user]: Thanks for your help | Turn 5, Budget: minimal | Current: [assistant]: I'm glad I could help.",0,store,"[5.0, 22.0, 5.0, 1.0, 0.8333333333333334, 0.0, 0.0, 0.0, 1.0, 0.0]",casual_chat_8717,5,assistant,I'm glad I could help.,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.13152475065057664,"{""template"": ""casual_chat"", ""turn_ratio"": 0.625, ""content_length"": 22}"
"Context: [user]: Hi, my name is Sarah Johnson and I work as a product manager | Turn 1, Budget: standard | Current: [assistant]: Your experience in retail sounds fascinating.",0,store,"[1.0, 45.0, 6.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_3452,1,assistant,Your experience in retail sounds fascinating.,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.7117944967523564,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.09090909090909091, ""content_length"": 45}"
"Context: [assistant]: The challenge you're facing with integration complexity is common... | [user]: I appreciate your help | Turn 9, Budget: premium | Current: [assistant]: That's a great question about machine learning. Let me explain...",0,store,"[9.0, 65.0, 10.0, 1.0, 0.9, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_9218,9,assistant,That's a great question about machine learning. Let me explain...,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7862477412382467,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.6923076923076923, ""content_length"": 65}"
"Context: [assistant]: You're very welcome! | [user]: I appreciate your help | Turn 7, Budget: minimal | Current: [assistant]: I'm doing well, thank you for asking!",0,store,"[7.0, 37.0, 7.0, 1.0, 0.875, 0.0, 0.0, 0.0, 1.0, 0.0]",casual_chat_2887,7,assistant,"I'm doing well, thank you for asking!",casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.19415108764489233,"{""template"": ""casual_chat"", ""turn_ratio"": 0.875, ""content_length"": 37}"
"Context: [assistant]: I understand your situation. | [user]: I appreciate your help | Turn 5, Budget: standard | Current: [assistant]: That's an important consideration.",0,store,"[5.0, 34.0, 4.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 1.0]",educational_qa_2762,5,assistant,That's an important consideration.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5842039126265262,"{""template"": ""educational_qa"", ""turn_ratio"": 0.5555555555555556, ""content_length"": 34}"
"Context: [assistant]: Feel free to ask if you have more questions. | [user]: Thanks for the explanation! | Turn 7, Budget: minimal | Current: [assistant]: You're very welcome!",0,store,"[7.0, 20.0, 3.0, 1.0, 0.875, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_2861,7,assistant,You're very welcome!,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.07184291322574413,"{""template"": ""casual_chat"", ""turn_ratio"": 0.875, ""content_length"": 20}"
"Context: [assistant]: I can help you with that. | [user]: Thanks for the explanation! | Turn 5, Budget: premium | Current: [assistant]: That's an important consideration.",0,store,"[5.0, 34.0, 4.0, 1.0, 0.8333333333333334, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_1225,5,assistant,That's an important consideration.,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.666726896412445,"{""template"": ""business_consultation"", ""turn_ratio"": 0.5, ""content_length"": 34}"
"Context: [assistant]: I can help you with that. | [user]: That's very helpful | Turn 5, Budget: standard | Current: [assistant]: That's an important consideration.",0,store,"[5.0, 34.0, 4.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_5883,5,assistant,That's an important consideration.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7385366258110249,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.7142857142857143, ""content_length"": 34}"
"Context: [assistant]: I can help you with that. | [user]: Can you help me understand concept? | Turn 3, Budget: premium | Current: [assistant]: That's an important consideration.",0,store,"[3.0, 34.0, 4.0, 1.0, 0.75, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_7477,3,assistant,That's an important consideration.,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.6292863598091871,"{""template"": ""business_consultation"", ""turn_ratio"": 0.3, ""content_length"": 34}"
"Context: [user]: That's very helpful | [assistant]: I can help you with that. | Turn 6, Budget: premium | Current: [user]: I appreciate your help",0,store,"[6.0, 22.0, 4.0, 0.0, 0.8571428571428571, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_3200,6,user,I appreciate your help,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.6484884758711096,"{""template"": ""business_consultation"", ""turn_ratio"": 0.6, ""content_length"": 22}"
"Context: [user]: Thanks for the explanation! | [assistant]: I understand your situation. | Turn 6, Budget: premium | Current: [user]: Thanks for the explanation!",0,store,"[6.0, 27.0, 4.0, 0.0, 0.8571428571428571, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_1768,6,user,Thanks for the explanation!,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.6550134173444018,"{""template"": ""business_consultation"", ""turn_ratio"": 0.5454545454545454, ""content_length"": 27}"
"Context: [assistant]: In the context of manufacturing, the key considerations are... | [user]: That's very helpful | Turn 5, Budget: premium | Current: [assistant]: In the context of manufacturing, the key considerations are...",0,store,"[5.0, 62.0, 9.0, 1.0, 0.8333333333333334, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_9653,5,assistant,"In the context of manufacturing, the key considerations are...",technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7096733355424116,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.38461538461538464, ""content_length"": 62}"
"Context: [user]: Thanks for the explanation! | [assistant]: I understand your situation. | Turn 14, Budget: premium | Current: [user]: Thanks for the explanation!",0,store,"[14.0, 27.0, 4.0, 0.0, 0.9333333333333333, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_3470,14,user,Thanks for the explanation!,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.6631492104991504,"{""template"": ""business_consultation"", ""turn_ratio"": 0.8235294117647058, ""content_length"": 27}"
"Context: [assistant]: Nice to meet you! New York is a great place for data scientists. | [user]: I'm particularly interested in aspect | Turn 3, Budget: standard | Current: [assistant]: Your experience in education sounds fascinating.",0,store,"[3.0, 48.0, 6.0, 1.0, 0.75, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_3286,3,assistant,Your experience in education sounds fascinating.,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.877794677864016,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.3333333333333333, ""content_length"": 48}"
"Context: [assistant]: Feel free to ask if you have more questions. | [user]: What would you recommend for situation? | Turn 3, Budget: minimal | Current: [assistant]: I'm doing well, thank you for asking!",0,store,"[3.0, 37.0, 7.0, 1.0, 0.75, 0.0, 0.0, 0.0, 1.0, 0.0]",casual_chat_4987,3,assistant,"I'm doing well, thank you for asking!",casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.16651442152252544,"{""template"": ""casual_chat"", ""turn_ratio"": 0.6, ""content_length"": 37}"
"Context: [user]: Thanks for the explanation! | [assistant]: Working at StartupCo must be exciting. | Turn 6, Budget: standard | Current: [user]: I appreciate your help",0,store,"[6.0, 22.0, 4.0, 0.0, 0.8571428571428571, 0.5, 0.0, 0.0, 0.0, 1.0]",personal_information_sharing_2759,6,user,I appreciate your help,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.7459554036783695,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.5, ""content_length"": 22}"
"Context: [assistant]: I understand your situation. | [user]: That's very helpful | Turn 15, Budget: premium | Current: [assistant]: Let me provide some guidance on that.",0,store,"[15.0, 37.0, 7.0, 1.0, 0.9375, 1.0, 0.0, 0.0, 0.0, 0.0]",business_consultation_8802,15,assistant,Let me provide some guidance on that.,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5004248267673981,"{""template"": ""business_consultation"", ""turn_ratio"": 0.8823529411764706, ""content_length"": 37}"
"Context: Start of conversation | Turn 0, Budget: standard | Current: [user]: I'm learning about subject and need help with concept",0,store,"[0.0, 53.0, 9.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0]",educational_qa_1381,0,user,I'm learning about subject and need help with concept,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.6419756593472387,"{""template"": ""educational_qa"", ""turn_ratio"": 0.0, ""content_length"": 53}"
"Context: [assistant]: That's an important consideration. | [user]: What would you recommend for situation? | Turn 3, Budget: standard | Current: [assistant]: I understand your situation.",0,store,"[3.0, 28.0, 4.0, 1.0, 0.75, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_8326,3,assistant,I understand your situation.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7905181996292452,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.3, ""content_length"": 28}"
